Lipid_name,full_smiles,Amine,Tail,amine_filled,tail_filled,amine_corrected,fill_confidence,fill_tanimoto,fill_note
2_A2_T9,CCCCCCCCCC(=O)Oc1cc(CNCCCN(C)CCCNCc2cc(OC(=O)CCCCCCCCC)cc(OC(=O)CCCCCCCCC)c2)cc(OC(=O)CCCCCCCCC)c1,CN(CCCN)CCCN,CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1,False,False,False,,,
2_A2_T9b,CCCCCC(C)CCC(=O)Oc1cc(CNCCCN(C)CCCNCc2cc(OC(=O)CCC(C)CCCCC)cc(OC(=O)CCC(C)CCCCC)c2)cc(OC(=O)CCC(C)CCCCC)c1,CN(CCCN)CCCN,CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O,False,False,False,,,
2_A2_T9b2,CCCCC(CC)CCC(=O)Oc1cc(CNCCCN(C)CCCNCc2cc(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)c2)cc(OC(=O)CCC(CC)CCCC)c1,CN(CCCN)CCCN,CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O,False,False,False,,,
2_A3_T6b,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCCN(C)CCCNCc2c(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)cc2OC(=O)C(C)CCCC)c(OC(=O)C(C)CCCC)c1,CN(CCCN)CCCN,CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O,False,False,False,,,
2_A3_T7b,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCCN(C)CCCNCc2c(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)cc2OC(=O)C(C)CCCCC)c(OC(=O)C(C)CCCCC)c1,CN(CCCN)CCCN,CCCCCC(C)C(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)C(C)CCCCC)OC(=O)C(C)CCCCC,False,False,False,,,
2_A3_T7b2,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCCN(C)CCCNCc2c(OC(=O)C(CC)CCCC)cc(OC(=O)C(CC)CCCC)cc2OC(=O)C(CC)CCCC)c(OC(=O)C(CC)CCCC)c1,CN(CCCN)CCCN,CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1,False,False,False,,,
2_A3_T8b,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCCN(C)CCCNCc2c(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)cc2OC(=O)CCC(C)CCCC)c(OC(=O)CCC(C)CCCC)c1,CN(CCCN)CCCN,CCCCC(C)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(C)CCCC)OC(=O)CCC(C)CCCC,False,False,False,,,
2_A3_T9b2,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCCN(C)CCCNCc2c(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)cc2OC(=O)CCC(CC)CCCC)c(OC(=O)CCC(CC)CCCC)c1,CN(CCCN)CCCN,CCCCC(CC)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(CC)CCCC)OC(=O)CCC(CC)CCCC,False,False,False,,,
3_A2_T6,CCCCCCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCCCCC)cc(OC(=O)CCCCCC)c3)CC2)cc(OC(=O)CCCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1 ,False,False,False,,,
3_A2_T6b,CCCCC(C)C(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)c3)CC2)cc(OC(=O)C(C)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O,False,False,False,,,
3_A2_T7,CCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCCCCCC)cc(OC(=O)CCCCCCC)c3)CC2)cc(OC(=O)CCCCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1,False,False,False,,,
3_A2_T7b,CCCCCC(C)C(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)c3)CC2)cc(OC(=O)C(C)CCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O,False,False,False,,,
3_A2_T7b2,CCCCC(CC)C(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)C(CC)CCCC)cc(OC(=O)C(CC)CCCC)c3)CC2)cc(OC(=O)C(CC)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O,False,False,False,,,
3_A2_T8,CCCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCCCCCCC)cc(OC(=O)CCCCCCCC)c3)CC2)cc(OC(=O)CCCCCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O,False,False,False,,,
3_A2_T8b,CCCCC(C)CCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)c3)CC2)cc(OC(=O)CCC(C)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCC)C=O,False,False,False,,,
3_A2_T9,CCCCCCCCCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCCCCCCCC)cc(OC(=O)CCCCCCCCC)c3)CC2)cc(OC(=O)CCCCCCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1,False,False,False,,,
3_A2_T9b,CCCCCC(C)CCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCC(C)CCCCC)cc(OC(=O)CCC(C)CCCCC)c3)CC2)cc(OC(=O)CCC(C)CCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O,False,False,False,,,
3_A2_T9b2,CCCCC(CC)CCC(=O)Oc1cc(CNCCN2CCN(CCNCc3cc(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)c3)CC2)cc(OC(=O)CCC(CC)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O,False,False,False,,,
3_A3_T6b,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN2CCN(CCNCc3c(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)cc3OC(=O)C(C)CCCC)CC2)c(OC(=O)C(C)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O,False,False,False,,,
3_A3_T7b,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN2CCN(CCNCc3c(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)cc3OC(=O)C(C)CCCCC)CC2)c(OC(=O)C(C)CCCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCCC(C)C(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)C(C)CCCCC)OC(=O)C(C)CCCCC,False,False,False,,,
3_A3_T7b2,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN2CCN(CCNCc3c(OC(=O)C(CC)CCCC)cc(OC(=O)C(CC)CCCC)cc3OC(=O)C(CC)CCCC)CC2)c(OC(=O)C(CC)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1,False,False,False,,,
3_A3_T8b,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCN2CCN(CCNCc3c(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)cc3OC(=O)CCC(C)CCCC)CC2)c(OC(=O)CCC(C)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(C)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(C)CCCC)OC(=O)CCC(C)CCCC,False,False,False,,,
3_A3_T9b2,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCN2CCN(CCNCc3c(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)cc3OC(=O)CCC(CC)CCCC)CC2)c(OC(=O)CCC(CC)CCCC)c1,C(CN1CCN(CCN)CC1)N,CCCCC(CC)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(CC)CCCC)OC(=O)CCC(CC)CCCC,False,False,False,,,
4_A2_T6,CCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCCCCC)cc(OC(=O)CCCCCC)c3)CC2)cc(OC(=O)CCCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1 ,False,False,False,,,
4_A2_T6b,CCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)c3)CC2)cc(OC(=O)C(C)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O,False,False,False,,,
4_A2_T7,CCCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCCCCCC)cc(OC(=O)CCCCCCC)c3)CC2)cc(OC(=O)CCCCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1,False,False,False,,,
4_A2_T7b,CCCCCC(C)C(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)c3)CC2)cc(OC(=O)C(C)CCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O,False,False,False,,,
4_A2_T7b2,CCCCC(CC)C(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)C(CC)CCCC)cc(OC(=O)C(CC)CCCC)c3)CC2)cc(OC(=O)C(CC)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O,False,False,False,,,
4_A2_T8,CCCCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCCCCCCC)cc(OC(=O)CCCCCCCC)c3)CC2)cc(OC(=O)CCCCCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O,False,False,False,,,
4_A2_T8b,CCCCC(C)CCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)c3)CC2)cc(OC(=O)CCC(C)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCC)C=O,False,False,False,,,
4_A2_T9,CCCCCCCCCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCCCCCCCC)cc(OC(=O)CCCCCCCCC)c3)CC2)cc(OC(=O)CCCCCCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1,False,False,False,,,
4_A2_T9b,CCCCCC(C)CCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCC(C)CCCCC)cc(OC(=O)CCC(C)CCCCC)c3)CC2)cc(OC(=O)CCC(C)CCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O,False,False,False,,,
4_A2_T9b2,CCCCC(CC)CCC(=O)Oc1cc(CNCCCN2CCN(CCCNCc3cc(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)c3)CC2)cc(OC(=O)CCC(CC)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O,False,False,False,,,
4_A3_T6b,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCCN2CCN(CCCNCc3c(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)cc3OC(=O)C(C)CCCC)CC2)c(OC(=O)C(C)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O,False,False,False,,,
4_A3_T7b,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCCN2CCN(CCCNCc3c(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)cc3OC(=O)C(C)CCCCC)CC2)c(OC(=O)C(C)CCCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCCC(C)C(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)C(C)CCCCC)OC(=O)C(C)CCCCC,False,False,False,,,
4_A3_T7b2,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCCN2CCN(CCCNCc3c(OC(=O)C(CC)CCCC)cc(OC(=O)C(CC)CCCC)cc3OC(=O)C(CC)CCCC)CC2)c(OC(=O)C(CC)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1,False,False,False,,,
4_A3_T8b,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCCN2CCN(CCCNCc3c(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)cc3OC(=O)CCC(C)CCCC)CC2)c(OC(=O)CCC(C)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(C)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(C)CCCC)OC(=O)CCC(C)CCCC,False,False,False,,,
4_A3_T9b2,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCCN2CCN(CCCNCc3c(OC(=O)CCC(CC)CCCC)cc(OC(=O)CCC(CC)CCCC)cc3OC(=O)CCC(CC)CCCC)CC2)c(OC(=O)CCC(CC)CCCC)c1,C(CN)CN1CCN(CCCN)CC1,CCCCC(CC)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(CC)CCCC)OC(=O)CCC(CC)CCCC,False,False,False,,,
5_A2_T6,CCCCCCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCCCCC)c1,CN(C)CCN,CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1 ,False,False,False,,,
5_A2_T6b,CCCCC(C)C(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)C(C)CCCC)c1,CN(C)CCN,CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O,False,False,False,,,
5_A2_T7,CCCCCCCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCCCCCC)c1,CN(C)CCN,CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1,False,False,False,,,
5_A2_T7b,CCCCCC(C)C(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)C(C)CCCCC)c1,CN(C)CCN,CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O,False,False,False,,,
5_A2_T7b2,CCCCC(CC)C(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)C(CC)CCCC)c1,CN(C)CCN,CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O,False,False,False,,,
5_A2_T8,CCCCCCCCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCCCCCCC)c1,CN(C)CCN,CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O,False,False,False,,,
5_A2_T8b,CCCCC(C)CCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCC(C)CCCC)c1,CN(C)CCN,CCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCC)C=O,False,False,False,,,
5_A2_T9,CCCCCCCCCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCCCCCCCC)c1,CN(C)CCN,CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1,False,False,False,,,
5_A2_T9b,CCCCCC(C)CCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCC(C)CCCCC)c1,CN(C)CCN,CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O,False,False,False,,,
5_A2_T9b2,CCCCC(CC)CCC(=O)Oc1cc(CNCCN(C)C)cc(OC(=O)CCC(CC)CCCC)c1,CN(C)CCN,CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O,False,False,False,,,
5_A3_T6b,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN(C)C)c(OC(=O)C(C)CCCC)c1,CN(C)CCN,CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O,False,False,False,,,
5_A3_T7b,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN(C)C)c(OC(=O)C(C)CCCCC)c1,CN(C)CCN,CCCCCC(C)C(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)C(C)CCCCC)OC(=O)C(C)CCCCC,False,False,False,,,
5_A3_T7b2,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCN(C)C)c(OC(=O)C(CC)CCCC)c1,CN(C)CCN,CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1,False,False,False,,,
5_A3_T8b,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCN(C)C)c(OC(=O)CCC(C)CCCC)c1,CN(C)CCN,CCCCC(C)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(C)CCCC)OC(=O)CCC(C)CCCC,False,False,False,,,
5_A3_T9b2,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCN(C)C)c(OC(=O)CCC(CC)CCCC)c1,CN(C)CCN,CCCCC(CC)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(CC)CCCC)OC(=O)CCC(CC)CCCC,False,False,False,,,
6_A2_T6,CCCCCCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCCCCC)c1,CN(C)CCCN,CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1 ,False,False,False,,,
6_A2_T6b,CCCCC(C)C(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)C(C)CCCC)c1,CN(C)CCCN,CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O,False,False,False,,,
6_A2_T7,CCCCCCCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCCCCCC)c1,CN(C)CCCN,CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1,False,False,False,,,
6_A2_T7b,CCCCCC(C)C(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)C(C)CCCCC)c1,CN(C)CCCN,CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O,False,False,False,,,
6_A2_T7b2,CCCCC(CC)C(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)C(CC)CCCC)c1,CN(C)CCCN,CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O,False,False,False,,,
6_A2_T8,CCCCCCCCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCCCCCCC)c1,CN(C)CCCN,CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O,False,False,False,,,
6_A2_T8b,CCCCC(C)CCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCC(C)CCCC)c1,CN(C)CCCN,CCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCC)C=O,False,False,False,,,
6_A2_T9,CCCCCCCCCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCCCCCCCC)c1,CN(C)CCCN,CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1,False,False,False,,,
6_A2_T9b,CCCCCC(C)CCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCC(C)CCCCC)c1,CN(C)CCCN,CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O,False,False,False,,,
6_A2_T9b2,CCCCC(CC)CCC(=O)Oc1cc(CNCCCN(C)C)cc(OC(=O)CCC(CC)CCCC)c1,CN(C)CCCN,CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O,False,False,False,,,
6_A3_T6b,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCCN(C)C)c(OC(=O)C(C)CCCC)c1,CN(C)CCCN,CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O,False,False,False,,,
6_A3_T7b,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCCN(C)C)c(OC(=O)C(C)CCCCC)c1,CN(C)CCCN,CCCCCC(C)C(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)C(C)CCCCC)OC(=O)C(C)CCCCC,False,False,False,,,
6_A3_T7b2,CCCCC(CC)C(=O)Oc1cc(OC(=O)C(CC)CCCC)c(CNCCCN(C)C)c(OC(=O)C(CC)CCCC)c1,CN(C)CCCN,CCCCC(CC)C(=O)OC1=CC(OC(=O)C(CC)CCCC)=C(C=O)C(OC(=O)C(CC)CCCC)=C1,False,False,False,,,
6_A3_T8b,CCCCC(C)CCC(=O)Oc1cc(OC(=O)CCC(C)CCCC)c(CNCCCN(C)C)c(OC(=O)CCC(C)CCCC)c1,CN(C)CCCN,CCCCC(C)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(C)CCCC)OC(=O)CCC(C)CCCC,False,False,False,,,
6_A3_T9b2,CCCCC(CC)CCC(=O)Oc1cc(OC(=O)CCC(CC)CCCC)c(CNCCCN(C)C)c(OC(=O)CCC(CC)CCCC)c1,CN(C)CCCN,CCCCC(CC)CCC(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)CCC(CC)CCCC)OC(=O)CCC(CC)CCCC,False,False,False,,,
7_A2_T6,CCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCC)c1,CCN(CC)CCN,CCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCC)=C1 ,False,False,False,,,
7_A2_T6b,CCCCC(C)C(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)C(C)CCCC)c1,CCN(CC)CCN,CCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCC)C=O,False,False,False,,,
7_A2_T7,CCCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCCC)c1,CCN(CC)CCN,CCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCC)=C1,False,False,False,,,
7_A2_T7b,CCCCCC(C)C(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)C(C)CCCCC)c1,CCN(CC)CCN,CCCCCC(C)C(=O)OC1=CC(=CC(=C1)OC(=O)C(C)CCCCC)C=O,False,False,False,,,
7_A2_T7b2,CCCCC(CC)C(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)C(CC)CCCC)c1,CCN(CC)CCN,CCCCC(CC)C(=O)OC1=CC(=CC(=C1)OC(=O)C(CC)CCCC)C=O,False,False,False,,,
7_A2_T8,CCCCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCCCC)c1,CCN(CC)CCN,CCCCCCCCC(=O)OC1=CC(=CC(=C1)OC(=O)CCCCCCCC)C=O,False,False,False,,,
7_A2_T8b,CCCCC(C)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(C)CCCC)c1,CCN(CC)CCN,CCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCC)C=O,False,False,False,,,
7_A2_T9,CCCCCCCCCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCCCCCCCC)c1,CCN(CC)CCN,CCCCCCCCCC(=O)OC1=CC(C=O)=CC(OC(=O)CCCCCCCCC)=C1,False,False,False,,,
7_A2_T9b,CCCCCC(C)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(C)CCCCC)c1,CCN(CC)CCN,CCCCCC(C)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(C)CCCCC)C=O,False,False,False,,,
7_A2_T9b2,CCCCC(CC)CCC(=O)Oc1cc(CNCCN(CC)CC)cc(OC(=O)CCC(CC)CCCC)c1,CCN(CC)CCN,CCCCC(CC)CCC(=O)OC1=CC(=CC(=C1)OC(=O)CCC(CC)CCCC)C=O,False,False,False,,,
7_A3_T6b,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(CNCCN(CC)CC)c(OC(=O)C(C)CCCC)c1,CCN(CC)CCN,CCCCCCC(=O)OC1=CC(=CC(=C1OC(=O)CCCCCC)OC(=O)CCCCCC)C=O,False,False,False,,,
7_A3_T7b,CCCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCCC)c(CNCCN(CC)CC)c(OC(=O)C(C)CCCCC)c1,CCN(CC)CCN,CCCCCC(C)C(=O)OC1=CC(=C(C=O)C(=C1)OC(=O)C(C)CCCCC)OC(=O)C(C)CCCCC,False,False,False,,,
