,Mean,Std,Max,Min,ExtremeVariance
GM_734,-0.00083962816,0.0044956068,0.024415893,-0.06884956,0.09326546
GM_735,0.00017260006,0.0048621288,0.033558115,-0.033605196,0.06716331
GM_736,-0.0009723184,0.007945081,0.03433668,-0.05563367,0.08997035
GM_737,-0.0008515493,0.0018186313,0.009893431,-0.01833459,0.028228022
GM_738,0.00052258663,0.0049378364,0.053228863,-0.039531123,0.09275998
GM_739,0.0003562363,0.004327062,0.03745195,-0.028698692,0.06615064
GM_740,0.007879883,0.010043344,0.06542984,-0.038249187,0.10367902
GM_741,-0.0033654722,0.009677071,0.048132624,-0.06762068,0.11575331
GM_742,0.0008670883,0.0066297306,0.045116115,-0.0286308,0.07374692
GM_743,-0.001160685,0.005386816,0.02932241,-0.02807973,0.05740214
GM_744,0.0006533725,0.0013201651,0.009286169,-0.010341123,0.019627292
GM_745,-0.0017195282,0.007278583,0.10210166,-0.08409311,0.18619478
GM_746,0.009195732,0.012798936,0.1058094,-0.037636478,0.14344588
GM_747,0.001943871,0.00707028,0.055855546,-0.0453619,0.10121745
GM_748,0.004721595,0.0071473117,0.06373953,-0.039769027,0.10350856
GM_749,-0.00034962638,0.0043492457,0.022521278,-0.03492975,0.057451025
GM_750,-0.00050197635,0.0077535044,0.040045217,-0.053065337,0.093110554
GM_751,0.00044617936,0.0050265067,0.043184508,-0.025576299,0.068760805
GM_752,0.0004659728,0.008165503,0.0389093,-0.111282654,0.15019196
GM_753,-0.0029216446,0.0069920225,0.046176784,-0.08996954,0.13614632
GM_754,0.0027350385,0.004981361,0.0508312,-0.023182565,0.07401376
GM_755,0.0014608467,0.0035374584,0.025431968,-0.020151705,0.045583673
GM_756,2.9954448e-05,0.0064790826,0.066890575,-0.047976173,0.11486675
GM_757,0.00143619,0.0035555651,0.024956662,-0.018969003,0.043925665
GM_758,0.0014219747,0.0035465988,0.03633372,-0.011144348,0.04747807
GM_759,-0.0012506803,0.006611865,0.03785282,-0.056935877,0.0947887
GM_760,-0.004308863,0.0045486633,0.023217129,-0.030430742,0.05364787
GM_761,0.0017332078,0.005187265,0.033904225,-0.046148967,0.080053195
GM_762,-0.0034700583,0.008564472,0.0365546,-0.088275366,0.12482996
GM_763,0.022811132,0.01971864,0.17659537,-0.06766498,0.24426036
GM_764,0.00056532706,0.0038004906,0.046899818,-0.023109844,0.07000966
GM_765,-0.00064024713,0.0013022395,0.0056542354,-0.01081512,0.016469356
GM_766,0.009583745,0.008339033,0.06738317,-0.027218252,0.09460142
GM_767,-0.0021556304,0.0043866863,0.019950066,-0.041474786,0.06142485
GM_768,-0.005445917,0.00757033,0.0359614,-0.08079912,0.11676052
GM_769,0.0017945507,0.0052794954,0.042549387,-0.02135219,0.06390157
GM_770,0.0004500813,0.003987497,0.04318504,-0.03026009,0.07344513
GM_771,0.0009847345,0.002839375,0.019596394,-0.023920378,0.04351677
GM_772,0.002386652,0.007886345,0.0513048,-0.039986275,0.09129107
GM_773,5.8687026e-05,0.0030499813,0.021401905,-0.03430575,0.055707656
GM_774,-0.0016220536,0.0046301205,0.028337015,-0.041794553,0.07013157
GM_775,-0.0024081413,0.0033181543,0.014222221,-0.021005593,0.035227813
GM_776,-0.002785812,0.007324878,0.027224282,-0.13035177,0.15757605
GM_777,-0.0029620708,0.0076500075,0.08490601,-0.06904697,0.15395299
GM_778,-0.0017453633,0.0052336655,0.035340488,-0.033842098,0.06918259
GM_779,-2.1592055e-05,0.0028510967,0.028054949,-0.028781679,0.056836627
GM_780,-0.0015145042,0.005639873,0.026793102,-0.05933641,0.08612951
GM_781,0.0017975734,0.0046282127,0.051853642,-0.044075713,0.095929354
GM_782,-0.00092279894,0.005631062,0.031772055,-0.04478758,0.07655963
GM_783,0.0105791055,0.011785274,0.13178658,-0.022773307,0.1545599
GM_784,-0.000893305,0.005432091,0.046872783,-0.037966564,0.084839344
GM_785,0.0018329575,0.006469439,0.10048527,-0.035628088,0.13611336
GM_786,0.0033040382,0.010051782,0.08226013,-0.04683702,0.12909715
GM_787,-0.00030394585,0.0035979901,0.024630873,-0.03564699,0.060277864
GM_788,0.0007939986,0.006749674,0.04339739,-0.041621838,0.08501923
GM_789,0.0018023395,0.004552508,0.052104745,-0.049478866,0.101583615
GM_790,-0.0028883144,0.008289833,0.050222173,-0.061828185,0.112050354
GM_791,0.001401176,0.0048322426,0.047811914,-0.056000046,0.103811964
GM_792,0.0005317504,0.0056591653,0.045022607,-0.04125075,0.08627336
GM_793,0.0030185413,0.007975676,0.07077346,-0.06750782,0.13828129
GM_794,0.00021193911,0.0042902227,0.03450245,-0.031381898,0.06588435
GM_795,0.00120439,0.008832262,0.06402346,-0.064156696,0.12818015
GM_796,0.0011603608,0.003928128,0.06949398,-0.041147575,0.110641554
GM_797,-0.0011935764,0.006733995,0.046034724,-0.03769318,0.0837279
GM_798,-0.0042720544,0.008958399,0.08639559,-0.0537884,0.14018399
GM_799,-0.00088170037,0.0065572113,0.048925873,-0.059055094,0.10798097
GM_800,-0.0004973714,0.0032589203,0.016236776,-0.024735475,0.04097225
GM_801,-0.0010812616,0.0033656568,0.019075524,-0.025886409,0.044961933
GM_802,0.0019358072,0.0030861387,0.030022217,-0.019790886,0.049813103
GM_803,0.0067622764,0.007750858,0.07170085,-0.016041737,0.08774258
GM_804,-0.0027529225,0.004408959,0.027443333,-0.031311557,0.05875489
GM_805,-0.0016117619,0.005937703,0.043412242,-0.057554834,0.10096708
GM_806,-0.009543108,0.0060099093,0.010709257,-0.054807693,0.06551695
GM_807,-0.00029049895,0.0030657721,0.015865425,-0.027504897,0.04337032
GM_808,0.000558758,0.0020867093,0.050415132,-0.011215644,0.061630778
GM_809,0.0011798338,0.0019120204,0.011856828,-0.010379036,0.022235863
GM_810,0.00045997585,0.0024846357,0.015279305,-0.035055462,0.050334767
GM_811,0.0023353319,0.0058979657,0.036378514,-0.030422222,0.066800736
GM_812,-0.0049127773,0.0064201346,0.024467222,-0.076299466,0.10076669
GM_813,0.003490665,0.0071640383,0.065181024,-0.057395324,0.12257635
GM_814,-0.00048196124,0.0025749758,0.011353016,-0.03109206,0.04244508
GM_815,0.00079494476,0.006571629,0.044838358,-0.050698966,0.09553732
GM_816,-0.0005853732,0.0054806643,0.043240234,-0.0350747,0.07831493
GM_817,0.0003016501,0.006085552,0.040247954,-0.052378062,0.09262602
GM_818,0.00019561096,0.0061196703,0.06319701,-0.046621796,0.1098188
GM_819,0.00023017157,0.006854607,0.078009956,-0.04755484,0.1255648
GM_820,0.0017793461,0.0075703384,0.07067483,-0.039426595,0.110101424
GM_821,-6.652319e-05,0.0031405175,0.037392993,-0.02010929,0.057502285
GM_822,0.0013220651,0.0049598655,0.040818922,-0.01889693,0.059715852
GM_823,-0.0014915019,0.005441435,0.029169522,-0.04358477,0.07275429
GM_824,-0.0015999224,0.007171218,0.034235317,-0.04541855,0.07965387
GM_825,-0.0007043612,0.0070184637,0.0528756,-0.05293807,0.10581367
GM_826,0.0012354801,0.005549,0.04253196,-0.04222202,0.084753975
GM_827,0.0003523825,0.0065953434,0.0588078,-0.040754855,0.09956266
GM_828,0.0024220243,0.0050540855,0.03508162,-0.034512565,0.06959419
GM_829,0.00046643708,0.004738563,0.033357974,-0.032791495,0.06614947
GM_830,-0.0005408541,0.0054608556,0.07592005,-0.048363253,0.12428331
GM_831,-0.0026083125,0.006262965,0.035673413,-0.077270776,0.112944186
GM_832,0.0022728788,0.0057503297,0.05809566,-0.038659982,0.09675564
GM_833,-0.0015390349,0.005305895,0.03157181,-0.04652819,0.078099996
GM_834,0.00079713133,0.0016607163,0.020560293,-0.017431486,0.037991777
GM_835,-0.00010739863,0.0051937443,0.021582888,-0.068669915,0.0902528
GM_836,-0.0047454536,0.009644582,0.038779475,-0.081360556,0.12014003
GM_837,0.003351032,0.0031257968,0.032040115,-0.014579029,0.046619143
GM_838,-0.0012442424,0.008148202,0.045230426,-0.059746332,0.10497676
GM_839,-0.007867327,0.012687231,0.06845482,-0.09755058,0.1660054
GM_840,-0.0018283257,0.004258403,0.014994137,-0.0377615,0.052755635
GM_841,-0.002210649,0.00406024,0.027405536,-0.058266517,0.08567205
GM_842,0.00018823399,0.006191586,0.044974662,-0.03521885,0.08019351
GM_843,0.002010598,0.0038957617,0.030190378,-0.023610702,0.053801082
GM_844,-0.00063178147,0.003302023,0.020018216,-0.02805414,0.048072357
GM_845,-0.00085978996,0.0036496446,0.105614424,-0.03212139,0.13773581
GM_846,0.0029002428,0.0080589745,0.09754625,-0.04243283,0.13997908
GM_847,-0.00085415464,0.0050046425,0.024754625,-0.03282624,0.057580866
GM_848,0.0006119254,0.005470908,0.038388938,-0.035144974,0.07353391
GM_849,0.0040779496,0.008219917,0.07748115,-0.039524995,0.117006145
GM_850,-0.0035960497,0.004759343,0.016825674,-0.06335966,0.08018534
GM_851,-5.6957208e-05,0.0048743696,0.031746168,-0.030742014,0.062488183
GM_852,0.0015065521,0.00534332,0.078945465,-0.02137045,0.10031591
GM_853,-0.00021888748,0.0057064975,0.03868793,-0.035943948,0.07463188
GM_854,-0.00073092885,0.007103112,0.07283315,-0.06667889,0.13951203
GM_855,-0.0007664608,0.005561498,0.033302475,-0.035195086,0.06849756
GM_856,-0.0044451836,0.00700419,0.029979415,-0.064849846,0.09482926
GM_857,0.0003277043,0.0064956676,0.04453291,-0.0370345,0.08156741
GM_858,-0.00012802996,0.0046873516,0.046190407,-0.03629983,0.082490236
GM_859,0.0016477167,0.0036311403,0.031042267,-0.034922786,0.06596506
GM_860,0.00067204883,0.0033983416,0.019227842,-0.094053015,0.113280855
GM_861,-0.0060543814,0.0048973574,0.06639089,-0.03574725,0.10213813
GM_862,0.00027299882,0.0053776377,0.03222972,-0.050404184,0.082633905
GM_863,0.0050377715,0.01134634,0.11163713,-0.04720988,0.158847
GM_864,0.009228266,0.01205975,0.064942874,-0.08515222,0.1500951
GM_865,0.0030086446,0.011075154,0.08667715,-0.044741604,0.13141875
GM_866,0.001703372,0.005414213,0.037955966,-0.028840428,0.06679639
GM_867,0.0008212255,0.0045964634,0.037761565,-0.023841325,0.06160289
GM_868,-0.0021701178,0.005367821,0.03899115,-0.037309185,0.07630034
GM_869,-0.003767987,0.008371563,0.04509932,-0.078924984,0.1240243
GM_870,-0.0008433838,0.004019665,0.035876267,-0.032828745,0.06870501
GM_871,-0.0020993026,0.0054189917,0.024166318,-0.04851358,0.0726799
GM_872,-0.0027048453,0.0065214196,0.047893994,-0.040936537,0.08883053
GM_873,-0.00210475,0.0050582536,0.055078063,-0.051546156,0.106624216
GM_874,0.004766756,0.0074042184,0.07278051,-0.01911464,0.09189515
GM_875,-0.008716624,0.01281412,0.04320586,-0.098912045,0.1421179
GM_876,0.0051785363,0.005108203,0.06565127,-0.01571433,0.0813656
GM_877,0.0022055896,0.006960683,0.046843596,-0.035447367,0.08229096
GM_878,0.0027981496,0.0068822578,0.06797843,-0.034454554,0.10243298
GM_879,-0.0043600504,0.0066802343,0.020350223,-0.07638091,0.096731134
GM_880,-0.0012809495,0.0062805824,0.03878161,-0.04828191,0.08706352
GM_881,-0.0016241159,0.008307613,0.04764482,-0.08142441,0.12906922
GM_882,0.000807516,0.0057035396,0.036759052,-0.06473081,0.10148986
GM_883,0.0021774366,0.0047764275,0.036230866,-0.027443618,0.06367448
GM_884,0.002513626,0.005340309,0.030278448,-0.021433868,0.051712316
GM_885,0.00048663947,0.0013740289,0.012058486,-0.008287078,0.020345565
GM_886,0.0031016506,0.007531096,0.06720453,-0.040391188,0.10759571
GM_887,-0.0030081556,0.0068328916,0.062127735,-0.06506668,0.12719442
GM_888,0.0022763177,0.0060383426,0.048520394,-0.038020298,0.08654069
GM_889,0.0019587397,0.007720351,0.061630543,-0.04367924,0.105309784
GM_890,-0.0013980872,0.0041061966,0.027027572,-0.024507513,0.051535085
GM_891,-0.0007735703,0.0055932933,0.04409978,-0.04291533,0.08701511
GM_892,-0.0021122564,0.008013672,0.0613857,-0.065656,0.1270417
GM_893,0.0022255864,0.008907485,0.16713557,-0.07666709,0.24380267
GM_894,-0.0070403665,0.0059484243,0.027700514,-0.033458572,0.061159085
GM_895,-0.0018448903,0.0017923972,0.0048848037,-0.01855003,0.023434835
GM_896,0.0017197812,0.001906764,0.015090199,-0.010992483,0.026082683
GM_897,0.0009729025,0.005783718,0.050798383,-0.03248214,0.08328052
GM_898,0.00044047713,0.0043137604,0.053159658,-0.038774997,0.09193465
GM_899,0.0018974787,0.004852787,0.034305636,-0.021989755,0.05629539
GM_900,0.0012974407,0.0040976894,0.038063828,-0.01970827,0.0577721
GM_901,-0.0004942812,0.008476857,0.046532307,-0.12215198,0.16868429
GM_902,0.0015450803,0.0031850243,0.03551194,-0.023897259,0.0594092
GM_903,0.00054566027,0.0022413316,0.021721957,-0.014664424,0.03638638
GM_904,-0.0021556595,0.009234169,0.04636862,-0.06869103,0.11505965
GM_905,-0.0033913306,0.010179614,0.056091744,-0.10116819,0.15725994
GM_906,-0.0035819092,0.009194295,0.039404497,-0.07503113,0.11443563
GM_907,0.0014330136,0.0029556402,0.030952511,-0.014282056,0.04523457
GM_908,0.0016377415,0.0050675143,0.05557266,-0.02717346,0.08274612
GM_909,0.0032206562,0.00682483,0.059893593,-0.054478172,0.11437176
GM_910,-0.00017712839,0.0021127462,0.019543478,-0.023221498,0.042764977
GM_911,7.9251885e-07,0.0033297678,0.025898192,-0.021255028,0.04715322
GM_912,-0.0023648492,0.006706203,0.0357245,-0.038849246,0.07457374
GM_913,0.00014578461,0.0047692964,0.049317274,-0.037703,0.08702028
GM_914,-0.001986868,0.0016927008,0.0141215995,-0.02025696,0.03437856
GM_915,-0.0020203795,0.0036514697,0.021438055,-0.03482913,0.056267183
GM_916,-0.00034776793,0.0025410147,0.04842349,-0.026418868,0.07484236
GM_917,0.0015493743,0.0057294033,0.049253132,-0.09157035,0.14082348
GM_918,-0.008466452,0.009770639,0.044750515,-0.09276771,0.13751823
GM_919,-0.0017016458,0.0050159097,0.039043967,-0.047300085,0.08634405
GM_920,0.0024234846,0.00966352,0.073693864,-0.06825963,0.1419535
GM_921,-0.0020278152,0.0119804265,0.06510147,-0.07612864,0.1412301
GM_922,0.00021082444,0.0047195265,0.043334562,-0.070721835,0.11405639
GM_923,0.0015303894,0.0071643596,0.055383265,-0.07525825,0.13064152
GM_924,0.003151165,0.009653204,0.09974544,-0.04618351,0.14592895
GM_925,0.004667855,0.005264676,0.04430107,-0.021410454,0.06571153
GM_926,-0.00020562863,0.0069473726,0.038731903,-0.07046225,0.10919415
GM_927,0.00030990734,0.0032567624,0.025201999,-0.024866028,0.05006803
GM_928,-7.669288e-05,0.0035846587,0.022255296,-0.026211636,0.048466932
GM_929,0.0028792596,0.0034578831,0.031933967,-0.018183637,0.050117604
GM_930,0.00088247727,0.0042991647,0.03575989,-0.025775025,0.06153491
GM_931,-0.002329159,0.011519975,0.061911013,-0.073183686,0.1350947
GM_932,0.0009447249,0.0046431064,0.05234724,-0.038304742,0.09065198
GM_933,0.0029143668,0.005281223,0.036706418,-0.045705516,0.08241193
GM_934,-0.00014198576,0.004660003,0.036756977,-0.055482987,0.09223996
GM_935,0.0013222225,0.0033508558,0.05229479,-0.030729007,0.0830238
GM_936,0.0029584097,0.008194608,0.1678336,-0.08812323,0.25595683
GM_937,-0.0035712167,0.007190921,0.053458676,-0.043382067,0.09684074
GM_938,-0.0058631715,0.008228748,0.059255615,-0.0725184,0.13177401
GM_939,0.0029919182,0.005203335,0.04466475,-0.025632037,0.07029679
GM_940,0.0024162764,0.0036977697,0.051924348,-0.011830501,0.06375485
GM_941,0.004205043,0.006846705,0.07387999,-0.03378867,0.10766865
GM_942,0.0011845479,0.006009718,0.045853123,-0.034214005,0.08006713
GM_943,0.0021865892,0.0051406967,0.035980422,-0.041583672,0.07756409
GM_944,-0.0037415456,0.006959925,0.02274696,-0.05842608,0.08117304
GM_945,-0.0016187333,0.0065742503,0.037148714,-0.04613719,0.083285905
GM_946,-0.00018221611,0.003625234,0.02656197,-0.02402605,0.05058802
GM_947,-0.0025935275,0.008260579,0.03566887,-0.04768556,0.08335443
GM_948,0.0010228223,0.0076419967,0.07084575,-0.07289657,0.14374232
GM_949,0.000972619,0.0016959115,0.01098124,-0.013845447,0.024826687
GM_950,0.0035176119,0.0053945794,0.06061609,-0.019771788,0.080387875
GM_951,4.0684452e-05,0.0077338573,0.07500524,-0.057625033,0.13263027
GM_952,0.00042659344,0.0073236474,0.04062468,-0.046747915,0.0873726
GM_953,0.00050815375,0.0036677325,0.022614654,-0.027989056,0.05060371
GM_954,0.00066418207,0.006245257,0.078411855,-0.0384931,0.11690496
GM_955,0.0021807784,0.0033405141,0.022975855,-0.017448341,0.040424198
GM_956,0.0021720673,0.0035797502,0.05266141,-0.02422259,0.076884
GM_957,-0.0017428816,0.0060772365,0.058740254,-0.047259368,0.10599962
GM_958,-0.0031484761,0.0053032376,0.082748786,-0.04144622,0.12419501
GM_959,-0.0012556805,0.0073333383,0.043986216,-0.05254982,0.09653604
GM_960,-0.00086380745,0.0040680333,0.024119964,-0.02421157,0.048331536
GM_961,0.0018423875,0.007165605,0.06531807,-0.031144755,0.09646282
GM_962,-0.0013701105,0.004928198,0.026912088,-0.046021882,0.07293397
GM_963,-0.0008437769,0.004458945,0.027521193,-0.026064912,0.053586103
GM_964,-1.3245249e-05,0.003272641,0.026406908,-0.020582229,0.046989135
GM_965,0.0016434792,0.008343386,0.069390155,-0.056665566,0.12605572
GM_966,0.00026804308,0.006097444,0.07063915,-0.047834866,0.118474014
GM_967,-0.0013753903,0.004641924,0.019840732,-0.058706265,0.078547
GM_968,-0.000270754,0.0052026305,0.02721795,-0.061653327,0.08887128
GM_969,-0.00074203877,0.0027403543,0.021123849,-0.031222258,0.052346107
GM_970,0.0010464153,0.0048896065,0.0399331,-0.06706552,0.10699862
GM_971,-0.00068333343,0.00808686,0.09500782,-0.030076982,0.1250848
GM_972,-0.0006322518,0.005865079,0.034347553,-0.060307022,0.094654575
GM_973,0.0092913145,0.011096341,0.10172785,-0.03320231,0.13493016
GM_974,0.001365193,0.005888047,0.0628828,-0.030116903,0.092999704
GM_975,0.0023253264,0.0055140755,0.038328387,-0.04308604,0.08141443
GM_976,-0.0032656132,0.009388195,0.054096494,-0.050806418,0.10490291
GM_977,0.018830355,0.013256468,0.11401204,-0.021725055,0.13573709
GM_978,0.00043087488,0.002695204,0.020190684,-0.021225374,0.041416056
GM_979,-0.0021284998,0.0040754685,0.030108668,-0.04889336,0.07900202
GM_980,0.0020425147,0.0045090397,0.032145675,-0.033235412,0.06538109
GM_981,0.0007445117,0.0031455623,0.020546857,-0.02571739,0.046264246
GM_982,0.0022657698,0.0077234777,0.060508702,-0.04085813,0.10136683
GM_983,0.0006392842,0.0051604863,0.041464046,-0.041736946,0.08320099
GM_984,0.0007280413,0.0046160766,0.034104116,-0.026832443,0.06093656
GM_985,0.003114684,0.0062718955,0.06264147,-0.028576974,0.09121844
GM_986,0.0014222082,0.0038248359,0.050314005,-0.022771705,0.07308571
GM_987,-0.0065592006,0.008834052,0.035553757,-0.07920186,0.114755616
GM_988,-0.00156432,0.0042746365,0.022808347,-0.027151506,0.049959853
GM_989,0.00037880888,0.0055258814,0.058508676,-0.035111517,0.093620196
GM_990,0.001569587,0.0024761069,0.052099973,-0.014338578,0.06643855
GM_991,0.0014777244,0.0063456725,0.044845216,-0.033387788,0.078233
GM_992,0.00066398183,0.0022656505,0.01697128,-0.013428192,0.030399472
GM_993,-0.011526461,0.012272717,0.0150945885,-0.09414566,0.10924025
GM_994,0.00051639386,0.003246675,0.03976693,-0.019654434,0.059421364
GM_995,0.0010719814,0.003361114,0.040243883,-0.035349224,0.07559311
GM_996,-0.003270072,0.00642215,0.02099537,-0.071501486,0.09249686
GM_997,0.001967447,0.005111426,0.06770548,-0.025008922,0.09271441
GM_998,-0.00010961596,0.0035341745,0.020416753,-0.039546546,0.0599633
GM_999,-0.00013304884,0.0054545584,0.05038236,-0.03464488,0.08502724
GM_1000,0.0011313407,0.0057774317,0.04186307,-0.064186424,0.10604949
GM_1001,-0.0013592917,0.0084165055,0.05272536,-0.07219304,0.1249184
GM_1002,0.010215513,0.021873146,0.13128503,-0.08380582,0.21509084
GM_1003,-0.0007172712,0.004933896,0.025315544,-0.03825811,0.06357365
GM_1004,-0.0010245874,0.0052391007,0.032955088,-0.04414079,0.07709588
GM_1005,-0.002911733,0.010726862,0.056492805,-0.067307405,0.12380021
GM_1006,9.9870915e-05,0.007547951,0.051812872,-0.03431806,0.08613093
GM_1007,-0.0038268727,0.0065879514,0.022072962,-0.05675561,0.07882857
GM_1008,0.0040771486,0.006092205,0.04097098,-0.028282665,0.069253646
GM_1009,-0.0022588389,0.00526868,0.029010547,-0.03655205,0.0655626
GM_1010,-0.0021691844,0.0043631047,0.019485723,-0.03701565,0.056501374
GM_1011,0.00044721077,0.0056667207,0.16225949,-0.022137452,0.18439694
GM_1012,-0.0018025106,0.003124419,0.015515138,-0.02845481,0.043969948
GM_1013,0.0019477278,0.007309092,0.049305193,-0.035862103,0.085167296
GM_1014,-0.0008958643,0.0044782255,0.039979026,-0.042854022,0.08283305
GM_1015,0.0055778567,0.0063177412,0.0748412,-0.016022066,0.090863265
GM_1016,-0.00090198824,0.0062282397,0.03799695,-0.057171304,0.095168255
GM_1017,-0.0024598541,0.007743464,0.047169697,-0.05622105,0.103390746
GM_1018,0.0028534895,0.0042485762,0.035115507,-0.026582092,0.0616976
GM_1019,-0.0018724453,0.008405644,0.03514438,-0.06906509,0.10420947
GM_1020,0.00420709,0.006825914,0.12609741,-0.03419746,0.16029488
GM_1021,-0.0041540437,0.009364626,0.06182975,-0.06725166,0.12908141
GM_1022,0.042166192,0.022586929,0.16454428,-0.033685558,0.19822985
GM_1023,0.0016316398,0.0134304445,0.082374364,-0.1136148,0.19598916
GM_1024,0.0010560448,0.005670137,0.043828946,-0.041062735,0.08489168
GM_1025,0.0024974362,0.00563779,0.0662701,-0.03474067,0.10101077
GM_1026,0.00095714704,0.0038084458,0.037485316,-0.04049876,0.07798408
GM_1027,0.0028409855,0.007382625,0.08045353,-0.030911922,0.11136545
GM_1028,-0.000607624,0.004346473,0.029782077,-0.03581865,0.06560073
GM_1029,-0.00066570396,0.008683392,0.052724004,-0.05115112,0.10387512
GM_1030,0.0008012013,0.0029556588,0.022953369,-0.036961973,0.05991534
GM_1031,0.0044182823,0.006823885,0.07138386,-0.02496729,0.096351154
GM_1032,-0.0007041917,0.0036625334,0.024486274,-0.052616652,0.07710293
GM_1033,-0.000390657,0.00446038,0.03015765,-0.035200696,0.06535835
GM_1034,0.0005444946,0.006245837,0.045091946,-0.045421842,0.09051379
GM_1035,-0.0068064104,0.015931698,0.1523036,-0.10455556,0.25685918
GM_1036,0.0012354377,0.00767912,0.05360708,-0.07391493,0.127522
GM_1037,0.00040116868,0.00624797,0.049035437,-0.03407448,0.083109915
GM_1038,0.0020696246,0.0032459882,0.03669061,-0.020237915,0.056928527
GM_1039,-0.0022712923,0.0072411504,0.03749634,-0.0933214,0.13081774
GM_1040,3.9647926e-05,0.0061395536,0.050851483,-0.036926087,0.08777757
GM_1041,-0.0030780404,0.0056124926,0.06232933,-0.061566792,0.12389612
GM_1042,-0.0007033423,0.0037806768,0.026463065,-0.022134855,0.04859792
GM_1043,0.002108701,0.007990843,0.067838624,-0.04624994,0.114088565
GM_1044,0.003610602,0.008141977,0.07411358,-0.04740584,0.12151942
GM_1045,-0.0010383073,0.0052058455,0.03205159,-0.04218917,0.07424076
GM_1046,0.00068624906,0.0038167485,0.037973348,-0.022616055,0.060589403
GM_1047,0.02762837,0.028031357,0.15039918,-0.014226995,0.16462618
GM_1048,0.001008934,0.0041090697,0.029408958,-0.035167642,0.064576596
GM_1049,-0.004485765,0.01012064,0.040599886,-0.069408916,0.110008806
GM_1050,0.003757378,0.00447276,0.041193992,-0.011862044,0.053056035
GM_1051,0.0030268496,0.006884506,0.06815206,-0.034865197,0.103017256
GM_1052,0.002310149,0.0055188094,0.0675314,-0.018512368,0.08604377
GM_1053,-0.002939589,0.004586296,0.013973763,-0.057969376,0.07194314
GM_1054,0.0016625319,0.006652654,0.050350282,-0.03237061,0.08272089
GM_1055,-0.004757956,0.005466657,0.03759583,-0.04083378,0.07842961
GM_1056,-0.0010540294,0.0059934957,0.0355786,-0.036087424,0.071666025
GM_1057,-0.0016649108,0.00685459,0.038167536,-0.057123385,0.09529092
GM_1058,-0.00011040307,0.005513623,0.052531708,-0.04779886,0.10033057
GM_1059,0.0021031087,0.0064171,0.13281769,-0.04396398,0.17678167
GM_1060,-0.0021062116,0.007229331,0.047238566,-0.057834834,0.1050734
GM_1061,-0.00033908145,0.00660706,0.051152416,-0.054943964,0.10609638
GM_1062,0.0026426518,0.0041824235,0.05397802,-0.022388807,0.07636683
GM_1063,7.6591714e-05,0.00484071,0.043699477,-0.043726385,0.08742586
GM_1064,0.0023165077,0.004284059,0.051518194,-0.015987277,0.06750547
GM_1065,0.00055773655,0.0043632225,0.045830596,-0.02762524,0.07345584
GM_1066,-0.00016592289,0.0035913824,0.022838652,-0.040976286,0.06381494
GM_1067,0.0021224676,0.0059931837,0.07537646,-0.04816796,0.12354442
GM_1068,0.0006979479,0.004833609,0.04558333,-0.024727782,0.070311114
GM_1069,-0.0012867982,0.0068657566,0.04232394,-0.0586011,0.10092504
GM_1070,-0.000249103,0.005198928,0.035221905,-0.03317987,0.068401776
GM_1071,-0.00043687757,0.0031867765,0.017661475,-0.024654234,0.042315707
GM_1072,-9.54514e-05,0.0043632537,0.03365655,-0.024506595,0.058163144
GM_1073,-0.0015861188,0.0066556176,0.0242519,-0.06839907,0.09265097
GM_1074,-0.0033739894,0.009103364,0.058249153,-0.082728505,0.14097765
GM_1075,0.0011590737,0.002583879,0.024047665,-0.042872246,0.06691991
GM_1076,-0.0013994353,0.007038745,0.053690612,-0.05920747,0.11289808
GM_1077,-9.5710375e-06,0.007792068,0.058552563,-0.044967357,0.10351992
GM_1078,0.0004612458,0.004883791,0.038903985,-0.038521618,0.0774256
GM_1079,-0.002349873,0.0052042613,0.028587263,-0.0765801,0.10516736
GM_1080,-0.0019245181,0.005581706,0.027878407,-0.050477695,0.0783561
GM_1081,-0.00080992223,0.0037534698,0.018960495,-0.04247432,0.061434813
GM_1082,0.0030743363,0.0066744545,0.055317156,-0.032170832,0.08748799
GM_1083,-0.0011955008,0.006964911,0.033863634,-0.08068175,0.11454538
GM_1084,-0.005800722,0.008891415,0.035254862,-0.07856477,0.11381963
GM_1085,0.0005835047,0.0058454103,0.04675129,-0.06961861,0.1163699
GM_1086,-0.0010080999,0.007675232,0.041851662,-0.059568003,0.101419665
GM_1087,0.0006089475,0.002330491,0.01863745,-0.033797473,0.05243492
GM_1088,0.00284552,0.0050028763,0.042023048,-0.033090852,0.0751139
GM_1089,-0.0027177522,0.008171611,0.0465965,-0.058269516,0.10486601
GM_1090,-0.00070302805,0.004016097,0.03335565,-0.056645215,0.09000087
GM_1091,0.0012539596,0.005498665,0.038622975,-0.044011593,0.08263457
GM_1092,0.0018421328,0.005247724,0.050919663,-0.03735999,0.08827965
GM_1093,0.0007613282,0.002954366,0.019714773,-0.04023693,0.059951704
GM_1094,0.001013914,0.0075957463,0.054174464,-0.03889146,0.093065925
GM_1095,-0.0004112354,0.0049591768,0.041667663,-0.03526012,0.07692778
GM_1096,0.005115416,0.009679484,0.097491056,-0.040708084,0.13819914
GM_1097,-0.0008431327,0.009000916,0.09590739,-0.07162917,0.16753656
GM_1098,-0.0017289767,0.006479212,0.056550026,-0.043571852,0.10012188
GM_1099,-0.0045889406,0.006583555,0.024551213,-0.10926848,0.1338197
