,Mean,Std,Max,Min,ExtremeVariance
GM_365,-0.0009839938,0.0065456717,0.04143878,-0.060806327,0.10224511
GM_366,0.0012839843,0.002424382,0.027691625,-0.012817018,0.040508643
GM_367,0.0024874513,0.003666743,0.026219822,-0.021827623,0.048047446
GM_368,-0.001313195,0.00499165,0.03617893,-0.049990512,0.086169444
GM_369,-0.0031065082,0.004359615,0.025594212,-0.033220287,0.0588145
GM_370,0.005379622,0.008768481,0.08444069,-0.03807778,0.12251847
GM_371,0.00077443686,0.0034542875,0.033071686,-0.025624499,0.058696184
GM_372,-0.0016429948,0.008350382,0.05472413,-0.077682145,0.13240628
GM_373,0.0011671443,0.006045169,0.052313566,-0.056860205,0.109173775
GM_374,-0.0016661051,0.0029838372,0.012193978,-0.036628105,0.048822083
GM_375,0.00084581197,0.0077946647,0.049732428,-0.035829764,0.08556219
GM_376,-0.0012404642,0.0052009816,0.028236615,-0.036098726,0.06433534
GM_377,-0.001181247,0.00504897,0.042439315,-0.051207025,0.09364634
GM_378,0.0012297024,0.0058780415,0.049473748,-0.052257914,0.10173166
GM_379,0.0007079328,0.0048050997,0.039682798,-0.037838284,0.077521086
GM_380,-0.0019965584,0.005719187,0.044879388,-0.035549365,0.08042875
GM_381,9.998491e-05,0.008580742,0.062705055,-0.08857654,0.1512816
GM_382,0.00023916874,0.008376301,0.05899028,-0.06937521,0.12836549
GM_383,0.00034573697,0.0040303194,0.03611396,-0.022657972,0.05877193
GM_384,-6.556779e-05,0.0059125265,0.050684795,-0.036817104,0.0875019
GM_385,-0.0024680938,0.007101457,0.041892335,-0.08559966,0.127492
GM_386,-0.0014645621,0.008158312,0.055847194,-0.07570847,0.13155566
GM_387,0.0043920195,0.007743574,0.062416524,-0.020423485,0.08284001
GM_388,-0.00077553873,0.010482483,0.08598658,-0.06967236,0.15565893
GM_389,-0.0011862081,0.009721708,0.060914163,-0.06725213,0.12816629
GM_390,0.0035853449,0.006841675,0.0690709,-0.025412366,0.094483264
GM_391,-0.002433458,0.005213917,0.02388481,-0.05735768,0.08124249
GM_392,0.026394084,0.01472755,0.09148085,-0.006526062,0.09800691
GM_393,-0.0011685691,0.004172603,0.04310385,-0.036266413,0.07937026
GM_394,-0.0040309336,0.0073888027,0.036646523,-0.04638631,0.08303283
GM_395,-6.447875e-05,0.0061762505,0.04324199,-0.04517182,0.088413805
GM_396,0.0013724978,0.0045714397,0.039603565,-0.042562462,0.08216603
GM_397,0.000280115,0.003819658,0.039515723,-0.029268675,0.0687844
GM_398,-0.0013803934,0.0045573427,0.020494184,-0.043986022,0.06448021
GM_399,0.0009380791,0.0059535243,0.04840922,-0.02898727,0.07739649
GM_400,-0.0015142846,0.0018758997,0.011452673,-0.024407946,0.03586062
GM_401,0.00010816884,0.0027381596,0.024473747,-0.02655529,0.051029038
GM_402,-0.0031880517,0.004627742,0.028590374,-0.044553563,0.07314394
GM_403,-0.00062943174,0.0042551565,0.024295237,-0.042280305,0.06657554
GM_404,0.00043635303,0.018087272,0.08979362,-0.105412334,0.19520596
GM_405,0.0022375986,0.0025555121,0.04687284,-0.027326405,0.074199244
GM_406,0.0008339687,0.0038474475,0.026417099,-0.020940375,0.047357474
GM_407,-0.0023552533,0.007864183,0.04164813,-0.047897257,0.089545384
GM_408,0.001309258,0.008022893,0.07109564,-0.052407216,0.12350285
GM_409,-0.0010128419,0.003967656,0.02801917,-0.036583338,0.06460251
GM_410,-0.0009773328,0.0025217743,0.010509313,-0.028448714,0.038958028
GM_411,7.350304e-05,0.008358656,0.050729644,-0.05492246,0.10565211
GM_412,0.0013349928,0.0049875537,0.037777662,-0.03519292,0.072970584
GM_413,0.00068825186,0.004522719,0.02805648,-0.020959992,0.049016472
GM_414,0.0027347682,0.0026087426,0.02299953,-0.013941346,0.036940876
GM_415,0.0015964946,0.0044660945,0.035942324,-0.04777383,0.083716154
GM_416,0.00036152976,0.0107644005,0.10461862,-0.06569589,0.1703145
GM_417,-0.0001774983,0.004266719,0.029553635,-0.029493669,0.059047304
GM_418,-0.0010582429,0.006402171,0.03983531,-0.056233473,0.096068785
GM_419,-0.0012693012,0.0051217447,0.036922857,-0.0579184,0.09484126
GM_420,0.0011934015,0.0062172017,0.059570435,-0.043958746,0.103529185
GM_421,-0.0032936288,0.006527793,0.04679262,-0.051566996,0.098359615
GM_422,-0.00047500138,0.0053210566,0.050585557,-0.042152073,0.09273763
GM_423,-0.0038065799,0.0067927414,0.030731868,-0.060280003,0.09101187
GM_424,0.005421774,0.0069688875,0.078348406,-0.008327286,0.08667569
GM_425,0.0011124202,0.0051254,0.04566253,-0.025170503,0.070833035
GM_426,0.00186316,0.0068108225,0.09311543,-0.05517098,0.1482864
GM_427,0.0013617876,0.005917718,0.04316166,-0.04212149,0.085283145
GM_428,0.00059733563,0.0078240335,0.05391934,-0.06845698,0.12237632
GM_429,0.0009595554,0.0038980877,0.028681371,-0.022276986,0.050958358
GM_430,0.004667361,0.008080695,0.07099003,-0.06430098,0.13529101
GM_431,0.0011352237,0.00376052,0.03124997,-0.023293188,0.05454316
GM_432,-0.002886659,0.0040077316,0.01571361,-0.041769642,0.057483252
GM_433,0.002331911,0.0045890156,0.041831397,-0.028493011,0.070324406
GM_434,-0.07782701,0.025497155,0.0138532445,-0.20279016,0.2166434
GM_435,0.0019908305,0.004844426,0.03429469,-0.02883056,0.06312525
GM_436,0.00027298916,0.0059743407,0.04332993,-0.033566326,0.07689626
GM_437,-0.0005155221,0.007240793,0.06520552,-0.05696597,0.12217149
GM_438,0.00022116161,0.007992293,0.042917278,-0.087101296,0.13001858
GM_439,-0.0027799706,0.005329718,0.02699633,-0.051220525,0.07821685
GM_440,0.004465814,0.008311507,0.08286863,-0.03297899,0.11584762
GM_441,-5.2857053e-05,0.008432464,0.04296906,-0.04673586,0.089704916
GM_442,0.00073959446,0.0034052546,0.026001235,-0.013669176,0.03967041
GM_443,1.1444797e-05,0.003102123,0.025289807,-0.03848912,0.06377892
GM_444,-0.0007657125,0.0045548626,0.02772093,-0.03115266,0.05887359
GM_445,-0.0010972103,0.0033760981,0.014714033,-0.0329986,0.04771263
GM_446,-0.0037338093,0.005013044,0.028969483,-0.045905408,0.07487489
GM_447,-0.0059403433,0.008151129,0.03799293,-0.0600576,0.09805053
GM_448,0.0012988148,0.0053525525,0.0683992,-0.021653252,0.09005245
GM_449,0.00038775723,0.0065904763,0.05319612,-0.05142584,0.10462196
GM_450,-0.0017951825,0.0026749717,0.012751091,-0.028563367,0.04131446
GM_451,-0.00200899,0.009236858,0.05426755,-0.06148526,0.115752816
GM_452,0.0028427804,0.008003396,0.068635054,-0.031601913,0.10023697
GM_453,0.0010923067,0.005070235,0.05155694,-0.039492033,0.09104897
GM_454,0.0013344582,0.004652763,0.0520213,-0.021445528,0.07346682
GM_455,-0.0019327024,0.0040582884,0.019587398,-0.047088493,0.06667589
GM_456,0.0047909124,0.007040393,0.047670823,-0.034795504,0.08246633
GM_457,-0.00097297574,0.00393819,0.031551067,-0.03278383,0.0643349
GM_458,-0.0001952099,0.0063292542,0.06053232,-0.06334753,0.12387985
GM_459,0.004676585,0.006745502,0.05550314,-0.01693543,0.07243857
GM_460,-0.00063129485,0.0023112393,0.0148376655,-0.03047358,0.045311246
GM_461,-0.0015034762,0.0036229973,0.02156317,-0.024790507,0.046353675
GM_462,-0.002936387,0.005541083,0.023522045,-0.05386256,0.077384606
GM_463,-0.00014715313,0.0063494816,0.039977998,-0.06655114,0.10652914
GM_464,0.0020298255,0.004856111,0.05584845,-0.071133874,0.12698233
GM_465,0.0027099203,0.0064545795,0.06361424,-0.03222055,0.09583479
GM_466,-0.00074938574,0.0065918355,0.038231827,-0.054216843,0.09244867
GM_467,0.0018143505,0.003949441,0.04060286,-0.022123743,0.0627266
GM_468,-0.0010851516,0.002823876,0.0150780035,-0.0458504,0.060928404
GM_469,0.00129766,0.005084917,0.031630635,-0.04158633,0.07321696
GM_470,0.0028544804,0.007004289,0.05870676,-0.046940062,0.10564682
GM_471,-9.830268e-05,0.0015886822,0.0093145445,-0.023235198,0.032549743
GM_472,-0.0021284407,0.008843893,0.04866392,-0.062168047,0.11083197
GM_473,0.0020666134,0.0073413593,0.07830375,-0.031392906,0.10969666
GM_474,-0.0018744278,0.005893064,0.024757972,-0.05274783,0.077505805
GM_475,0.0011449977,0.007998306,0.05358223,-0.03588902,0.08947125
GM_476,0.0010745906,0.006898196,0.037226744,-0.07201117,0.10923792
GM_477,0.0022160255,0.009517164,0.056270782,-0.07465714,0.13092792
GM_478,-0.0026914927,0.004184526,0.024607504,-0.027714653,0.052322157
GM_479,0.0012566933,0.006609997,0.05103397,-0.032532427,0.0835664
GM_480,-0.00070888904,0.005082341,0.051111594,-0.03265105,0.083762646
GM_481,0.0011248133,0.006917806,0.061763734,-0.038013175,0.09977691
GM_482,-0.00010910366,0.00814149,0.055675466,-0.06491972,0.12059519
GM_483,0.0019085649,0.002890965,0.030598834,-0.015674949,0.046273783
GM_484,0.00077990437,0.005135056,0.03822619,-0.020756336,0.05898253
GM_485,0.00030129778,0.005312082,0.035497703,-0.050872844,0.08637054
GM_486,-0.0029910416,0.0055269715,0.023862327,-0.06191882,0.08578115
GM_487,-0.0020710607,0.006312197,0.025963033,-0.07779011,0.10375314
GM_488,0.0008231867,0.006508506,0.10923188,-0.028060159,0.13729204
GM_489,-0.0013501362,0.0025795845,0.0155197,-0.024235955,0.039755654
GM_490,-0.0008947984,0.0047060335,0.02761171,-0.038254596,0.06586631
GM_491,-0.001107926,0.004978016,0.026671315,-0.0357104,0.062381715
GM_492,0.00085619756,0.006545565,0.050663274,-0.03278023,0.08344351
GM_493,0.002301489,0.009079736,0.058195136,-0.043903228,0.10209836
GM_494,-0.002755226,0.007732768,0.048042405,-0.05465383,0.10269624
GM_495,0.0017352785,0.008633156,0.058320217,-0.039471302,0.09779152
GM_496,-0.00050701963,0.006381742,0.03961057,-0.04207829,0.08168886
GM_497,-0.00021596646,0.0054783057,0.027978478,-0.049885977,0.07786445
GM_498,-0.0022423198,0.0060067293,0.04713651,-0.0522077,0.09934421
GM_499,-0.00059657823,0.0073582376,0.03744518,-0.037069134,0.074514315
GM_500,0.003006828,0.005530559,0.044631902,-0.027174812,0.071806714
GM_501,0.0017581403,0.005062051,0.036585342,-0.024983982,0.061569326
GM_502,0.008332419,0.0069921035,0.06261957,-0.015960168,0.07857974
GM_503,0.0016872386,0.0033471524,0.039051954,-0.016584193,0.055636145
GM_504,0.0014321125,0.012243641,0.09077949,-0.06995353,0.16073301
GM_505,-0.0018988504,0.002193198,0.012163864,-0.02804782,0.040211685
GM_506,-0.0014417608,0.0034806991,0.02283186,-0.03933684,0.062168702
GM_507,-8.327392e-05,0.0049265055,0.051126827,-0.03482459,0.08595142
GM_508,0.0007026457,0.0045835916,0.03236412,-0.026353328,0.058717445
GM_509,-0.000996286,0.0054242285,0.071456924,-0.037091468,0.10854839
GM_510,0.00011315727,0.00455663,0.043503318,-0.026267625,0.06977095
GM_511,-0.0039900593,0.005097114,0.028692871,-0.04917553,0.0778684
GM_512,0.0006339926,0.0070321057,0.0742386,-0.0406191,0.1148577
GM_513,0.0003493705,0.007338345,0.059856985,-0.055819545,0.11567653
GM_514,0.0020197362,0.0036165807,0.039453927,-0.025598787,0.06505272
GM_515,0.00018920447,0.005444348,0.032416854,-0.027790464,0.06020732
GM_516,0.00015253946,0.006937838,0.04959017,-0.04823256,0.097822726
GM_517,0.00026750242,0.006245,0.034497503,-0.045307294,0.07980479
GM_518,0.0018990601,0.007396978,0.065597884,-0.06374362,0.12934151
GM_519,0.0019296134,0.005258049,0.04131778,-0.024047,0.06536478
GM_520,0.0014994876,0.011889089,0.10876151,-0.129415,0.23817652
GM_521,0.0026329877,0.004127424,0.039452657,-0.01577707,0.055229727
GM_522,0.061467346,0.022713479,0.19886106,-0.01516089,0.21402195
GM_523,0.001466296,0.0056028413,0.05055459,-0.029507698,0.080062285
GM_524,-0.0010755585,0.0031284795,0.014706584,-0.029997464,0.04470405
GM_525,-6.636274e-06,0.0059909015,0.03599024,-0.04198827,0.07797851
GM_526,0.0045248177,0.0058167,0.044698723,-0.017326199,0.06202492
GM_527,0.00015423281,0.0038357577,0.0361559,-0.023243945,0.059399847
GM_528,-0.0014974573,0.0040437905,0.021431686,-0.03794611,0.059377797
GM_529,-0.0008716293,0.009848125,0.05204994,-0.08886548,0.14091542
GM_530,-0.001437344,0.0050720423,0.036433343,-0.04123955,0.07767289
GM_531,0.0015052736,0.0054366086,0.038613982,-0.04109273,0.07970671
GM_532,-0.0042545744,0.0055902633,0.014867429,-0.06319692,0.07806435
GM_533,-0.0046895356,0.012122131,0.05457946,-0.09598959,0.15056905
GM_534,-0.005414858,0.0067372485,0.017128129,-0.08617852,0.10330665
GM_535,0.00048103608,0.005794512,0.044146355,-0.038272988,0.08241934
GM_536,-0.0027910315,0.005580601,0.039649725,-0.039267395,0.078917116
GM_537,-0.00013098786,0.004396601,0.034580972,-0.03415102,0.06873199
GM_538,-0.0014563788,0.0068574282,0.05452047,-0.049535826,0.1040563
GM_539,-0.0023870652,0.004636432,0.024464095,-0.043128025,0.06759212
GM_540,-0.00017746525,0.0038971156,0.036911193,-0.029191189,0.066102386
GM_541,0.00047012107,0.004116038,0.025459241,-0.022326455,0.047785696
GM_542,-1.752269e-05,0.002405581,0.017790869,-0.015825255,0.033616126
GM_543,-0.0003969821,0.0053975875,0.034992855,-0.033895485,0.06888834
GM_544,0.0036454562,0.006830656,0.073500015,-0.030516436,0.10401645
GM_545,-0.0047901906,0.004792793,0.015704868,-0.067649566,0.083354436
GM_546,0.0008552149,0.005871912,0.03135665,-0.059697684,0.091054335
GM_547,1.1090539e-05,0.004837784,0.05119122,-0.081901684,0.13309291
GM_548,-0.0013117376,0.0055474374,0.033278376,-0.046807703,0.08008608
GM_549,-0.005670094,0.0044007874,0.0100120315,-0.04834815,0.05836018
GM_550,-0.0015372827,0.0034838526,0.026336858,-0.042080387,0.06841724
GM_551,0.0057280776,0.010676049,0.08290833,-0.056252923,0.13916126
GM_552,0.0012271741,0.0034097466,0.029081825,-0.04228187,0.071363695
GM_553,0.0011172862,0.006410252,0.0508787,-0.059860695,0.110739395
GM_554,-0.00011538822,0.0046875454,0.05098233,-0.03441226,0.08539459
GM_555,-0.00069165713,0.0027108905,0.02142056,-0.039322577,0.06074314
GM_556,-0.0068304483,0.009305777,0.046547927,-0.07115605,0.117703974
GM_557,0.01061878,0.010808729,0.10274018,-0.032111954,0.13485214
GM_558,-0.0073825535,0.007464931,0.016613157,-0.084809035,0.10142219
GM_559,-2.5701658e-05,0.006178544,0.036709975,-0.041293144,0.07800312
GM_560,0.001629104,0.007428202,0.04896161,-0.03949049,0.0884521
GM_561,-0.0020196536,0.00718272,0.045639917,-0.07525838,0.1208983
GM_562,0.002575254,0.0049079894,0.035605785,-0.027650438,0.06325622
GM_563,-1.5991563e-05,0.017636353,0.10757047,-0.11903338,0.22660385
GM_564,-0.0013485643,0.0070678047,0.040302124,-0.048626624,0.088928744
GM_565,-0.0008036842,0.004466297,0.023490643,-0.04529106,0.0687817
GM_566,0.005733864,0.0058185398,0.054330524,-0.022514712,0.076845236
GM_567,-0.0005543815,0.0046858415,0.09999814,-0.08632559,0.18632373
GM_568,-0.0003551742,0.0049781776,0.035660513,-0.042693414,0.07835393
GM_569,0.0057282755,0.011041801,0.07725717,-0.13400832,0.21126549
GM_570,-0.00076598284,0.0036346747,0.02499114,-0.019728404,0.044719543
GM_571,0.000858498,0.005942101,0.034799494,-0.032328386,0.06712788
GM_572,-0.0028195363,0.007051378,0.04707603,-0.05271629,0.09979232
GM_573,-0.009597656,0.008473412,0.014093252,-0.11897769,0.13307095
GM_574,-0.0011896417,0.0043266336,0.02811384,-0.047046497,0.07516034
GM_575,0.0013833402,0.0046809544,0.031053582,-0.03260199,0.06365557
GM_576,0.0020441762,0.005124989,0.06069837,-0.027140958,0.08783933
GM_577,0.014361938,0.016037297,0.11742432,-0.044245273,0.16166958
GM_578,-0.001116084,0.0029691972,0.012759215,-0.031826448,0.044585664
GM_579,-0.004091524,0.006721939,0.03170573,-0.054784432,0.08649016
GM_580,-0.0040740925,0.011240545,0.11793346,-0.08141937,0.19935283
GM_581,-0.00053068396,0.006117818,0.044952616,-0.035575822,0.08052844
GM_582,-0.003687087,0.007072301,0.036190465,-0.048397258,0.08458772
GM_583,-0.0006943161,0.0053111743,0.036352344,-0.033838943,0.07019129
GM_584,-0.0043856744,0.00879601,0.036627464,-0.09287618,0.12950364
GM_585,-0.0016379782,0.0056391684,0.034576904,-0.04592897,0.08050588
GM_586,-0.0029241457,0.006911185,0.038647857,-0.100439355,0.13908722
GM_587,0.022738835,0.011225282,0.104928814,-0.016261447,0.121190265
GM_588,0.00035219945,0.006739438,0.0299661,-0.054251008,0.08421711
GM_589,0.0014676688,0.006253488,0.054611847,-0.0335272,0.08813904
GM_590,0.00064331305,0.0045990283,0.046912767,-0.06346321,0.11037598
GM_591,-0.00041623903,0.005370273,0.066663966,-0.037627812,0.10429178
GM_592,0.0016397545,0.005220958,0.032622766,-0.03914783,0.07177059
GM_593,0.002629579,0.008321411,0.068445176,-0.056049276,0.12449445
GM_594,0.0018554212,0.0053507145,0.040343404,-0.04131939,0.08166279
GM_595,0.0004894163,0.009410582,0.057958536,-0.061983474,0.11994201
GM_596,0.0012620188,0.008442432,0.05264837,-0.05215161,0.10479998
GM_597,-0.0013797933,0.007787394,0.046186715,-0.06600003,0.112186745
GM_598,0.0019024399,0.0074292812,0.06341037,-0.028872624,0.092282996
GM_599,0.0020425082,0.0041331043,0.04119511,-0.031569798,0.0727649
GM_600,-0.003854329,0.0054349764,0.019971881,-0.07518076,0.09515265
GM_601,0.0010969145,0.009576749,0.04721263,-0.040962778,0.08817541
GM_602,-0.0026798793,0.01399625,0.061050843,-0.10007276,0.1611236
GM_603,-0.0011457164,0.006469194,0.054133218,-0.043353353,0.09748657
GM_604,-0.0013997774,0.007545344,0.06166489,-0.06797491,0.1296398
GM_605,0.0019519958,0.004762017,0.036009792,-0.025520863,0.061530657
GM_606,-0.0014581938,0.005606985,0.03914762,-0.045268193,0.08441581
GM_607,0.002241967,0.0042273365,0.041233905,-0.024770724,0.06600463
GM_608,-0.002230192,0.0039362703,0.02017269,-0.029861407,0.0500341
GM_609,-0.00038499144,0.013018885,0.081109904,-0.054902893,0.1360128
GM_610,-0.0016988647,0.008500689,0.05124973,-0.04909457,0.1003443
GM_611,-0.0019339053,0.0034530072,0.014695194,-0.029140197,0.04383539
GM_612,0.0007974414,0.015347201,0.100562654,-0.059141375,0.15970403
GM_613,-0.002003159,0.0056151366,0.054706223,-0.055413716,0.11011994
GM_614,0.002432339,0.006511528,0.04498953,-0.030342354,0.07533188
GM_615,-0.003469156,0.00414509,0.026191717,-0.05701302,0.08320474
GM_616,0.0006420364,0.0037642499,0.054276936,-0.053949747,0.10822669
GM_617,0.0012596546,0.0057237665,0.04211661,-0.027588256,0.06970486
GM_618,0.0014826272,0.004220595,0.032029785,-0.024091538,0.056121323
GM_619,0.000818258,0.0050198655,0.04477515,-0.030572614,0.07534777
GM_620,-0.0007118065,0.0052554677,0.04008354,-0.043886725,0.08397026
GM_621,-0.00048271465,0.0072602653,0.048618592,-0.04419208,0.092810676
GM_622,0.0034232878,0.005730902,0.06113851,-0.012200521,0.07333903
GM_623,-0.002139405,0.01109811,0.05619882,-0.091335,0.14753382
GM_624,0.0012193117,0.004689683,0.02499659,-0.03414294,0.05913953
GM_625,0.0015953815,0.006014695,0.04263699,-0.05676948,0.099406466
GM_626,0.000706228,0.005452054,0.052589312,-0.0342048,0.08679411
GM_627,-0.00042568942,0.0051126587,0.04109355,-0.052971978,0.09406553
GM_628,-0.0017209888,0.007053086,0.030654931,-0.055364635,0.08601957
GM_629,-4.609263e-05,0.004198179,0.025035143,-0.03125024,0.05628538
GM_630,0.0071588214,0.007830114,0.07042033,-0.028347546,0.09876788
GM_631,-5.238928e-05,0.005960966,0.071743354,-0.033171177,0.10491453
GM_632,-6.36816e-05,0.0065767933,0.042449195,-0.043939974,0.08638917
GM_633,-0.0005714563,0.002863446,0.016957365,-0.025665557,0.042622924
GM_634,0.0018631563,0.0056835613,0.04069113,-0.03363265,0.07432378
GM_635,0.0032528534,0.0070181787,0.045775395,-0.046501055,0.092276454
GM_636,0.0073288493,0.00942206,0.08033986,-0.03292582,0.11326568
GM_637,-0.0033329946,0.005718283,0.030240132,-0.04903116,0.079271294
GM_638,0.0026234528,0.007315016,0.06464637,-0.029492028,0.0941384
GM_639,-6.871065e-05,0.003415912,0.05043251,-0.08519319,0.13562569
GM_640,0.0033353395,0.0076633138,0.06863111,-0.038243886,0.106875
GM_641,0.00021831335,0.0054878695,0.039501984,-0.041550897,0.081052884
GM_642,0.0042709354,0.0056527774,0.038357977,-0.034802947,0.073160924
GM_643,0.0002318737,0.0068722996,0.05525311,-0.047165226,0.10241833
GM_644,0.0031503893,0.0027823984,0.036934476,-0.0055067404,0.042441215
GM_645,0.0032115947,0.004363782,0.05119463,-0.026696822,0.077891454
GM_646,-0.001285576,0.0076102763,0.051916774,-0.05599288,0.10790965
GM_647,-0.001165875,0.005505744,0.023841625,-0.058513254,0.08235488
GM_648,-0.0003521605,0.0045202267,0.04075825,-0.046889637,0.087647885
GM_649,0.0011859693,0.003855724,0.06904449,-0.020489573,0.08953407
GM_650,-0.001460137,0.004945238,0.020931862,-0.04392864,0.06486051
GM_651,0.0015799697,0.0042827474,0.036736898,-0.027353818,0.064090714
GM_652,-0.00019714863,0.008165077,0.06363889,-0.056432918,0.120071806
GM_653,2.6581749e-05,0.0081723,0.04022394,-0.052747566,0.092971504
GM_654,-0.0007870748,0.0038602238,0.020017255,-0.033593215,0.05361047
GM_655,0.0006804498,0.0059780013,0.033290222,-0.04773125,0.08102147
GM_656,0.0020402533,0.012660432,0.08493429,-0.07922672,0.164161
GM_657,-5.5437657e-05,0.0043931613,0.04646457,-0.025889741,0.07235431
GM_658,-6.232469e-05,0.0038409636,0.036479227,-0.039357748,0.07583697
GM_659,0.0016453629,0.0047607874,0.05869556,-0.0415887,0.10028426
GM_660,-0.00054056506,0.006557242,0.036917645,-0.0722713,0.109188944
GM_661,0.0021966535,0.0036412124,0.05415082,-0.020786857,0.07493768
GM_662,0.00031156818,0.005199286,0.036918078,-0.044123247,0.08104132
GM_663,0.0011114845,0.0047977925,0.045809112,-0.040131588,0.085940704
GM_664,0.0011151567,0.005556341,0.044703342,-0.033185057,0.0778884
GM_665,0.002450786,0.004329243,0.0342278,-0.038703438,0.07293124
GM_666,0.00020257871,0.0070333285,0.05049569,-0.044560313,0.095056005
GM_667,-0.0024157746,0.005403192,0.030011533,-0.035879087,0.06589062
GM_668,0.0007542429,0.0035873416,0.029119998,-0.022098375,0.051218376
GM_669,8.9862166e-05,0.0030621171,0.028885553,-0.020826241,0.049711794
GM_670,-0.001484851,0.004752872,0.038194463,-0.030250635,0.0684451
GM_671,-0.0027153778,0.004486477,0.024338016,-0.047909215,0.07224723
GM_672,0.00021133723,0.00175831,0.04638864,-0.018560698,0.06494934
GM_673,0.002096442,0.0049561244,0.10422,-0.04918499,0.153405
GM_674,0.0015881754,0.0071023456,0.056450732,-0.03645793,0.092908666
GM_675,0.00072503317,0.006464105,0.03242715,-0.106120385,0.13854754
GM_676,-0.003916165,0.0070855194,0.023258016,-0.092066385,0.1153244
GM_677,0.0013030005,0.0033274638,0.02511121,-0.022233559,0.047344767
GM_678,-0.0001294291,0.003523405,0.030374173,-0.016680097,0.04705427
GM_679,-0.001244124,0.0022345455,0.0107022375,-0.03134874,0.042050976
GM_680,-0.0008065338,0.007279853,0.081798844,-0.05461764,0.13641648
GM_681,-0.002944045,0.0058817845,0.025756078,-0.042524725,0.0682808
GM_682,-0.0007388251,0.0045925323,0.027077341,-0.028397294,0.055474635
GM_683,-0.0014737186,0.009665618,0.042536527,-0.056312036,0.09884857
GM_684,-0.0031670395,0.005718795,0.026470466,-0.04355337,0.070023835
GM_685,-0.00031673769,0.0030020447,0.017196108,-0.026011508,0.043207616
GM_686,0.0012348378,0.008369716,0.047411796,-0.055607934,0.10301973
GM_687,0.0006718239,0.0034911653,0.020263523,-0.015655221,0.035918742
GM_688,0.00079455535,0.0042146924,0.038250733,-0.028966904,0.06721763
GM_689,0.0004667792,0.0061159786,0.05284873,-0.04103883,0.09388756
GM_690,0.00013059353,0.005485611,0.05424803,-0.04583781,0.10008584
GM_691,-0.008019511,0.00912818,0.018316818,-0.09725797,0.11557479
GM_692,0.0021086496,0.004797188,0.060189288,-0.028036175,0.08822546
GM_693,-0.0039780503,0.0070422804,0.020947352,-0.07218115,0.0931285
GM_694,-0.00068534835,0.010881548,0.06319232,-0.076299526,0.13949186
GM_695,-0.0070371046,0.0066155214,0.027616967,-0.04273706,0.07035403
GM_696,-0.0009049066,0.008616336,0.041992832,-0.077630274,0.11962311
GM_697,-0.00287837,0.0070722355,0.026017688,-0.093380265,0.11939795
GM_698,-0.0014289952,0.005732667,0.054366026,-0.041928228,0.096294254
GM_699,0.00030592515,0.001939517,0.018082347,-0.013454909,0.031537257
GM_700,-0.002698487,0.005920638,0.04298738,-0.054895468,0.09788285
GM_701,0.0014369822,0.0060298475,0.043489993,-0.039257757,0.08274775
GM_702,0.00069036003,0.007689207,0.085114785,-0.119293794,0.20440859
GM_703,0.00093694637,0.004277034,0.03514582,-0.034971654,0.07011747
GM_704,-0.0019849155,0.007268635,0.06261206,-0.054875173,0.11748723
GM_705,-0.00032770695,0.0035500694,0.021037534,-0.033188887,0.05422642
GM_706,0.0010371312,0.006093606,0.034434333,-0.03162487,0.0660592
GM_707,-0.00015973185,0.0025388384,0.022114202,-0.01870752,0.040821724
GM_708,-0.014104225,0.009660107,0.010145422,-0.09237519,0.102520615
GM_709,-0.0040675537,0.0075501264,0.031918798,-0.056664437,0.08858323
GM_710,0.0009784144,0.0048957984,0.05970589,-0.0243551,0.08406099
GM_711,-0.0028487756,0.0072473753,0.03705378,-0.07225323,0.109307006
GM_712,-0.0050946353,0.0081733065,0.028922591,-0.12040773,0.14933032
GM_713,-0.0008308523,0.004528695,0.032704987,-0.0365316,0.06923659
GM_714,-0.0004181219,0.0019362433,0.011647994,-0.014458832,0.026106827
GM_715,0.0025665509,0.0043901885,0.047004342,-0.031405568,0.07840991
GM_716,-0.00069799396,0.005747475,0.027596265,-0.03635185,0.06394811
GM_717,0.008167893,0.011809566,0.07069148,-0.03596197,0.10665345
GM_718,-0.00077158894,0.004645185,0.03534181,-0.06277622,0.09811804
GM_719,0.00035865954,0.0067050704,0.045781422,-0.043325763,0.089107186
GM_720,-0.0016062924,0.006765738,0.06443269,-0.05485962,0.119292304
GM_721,-0.0007431881,0.0035836992,0.026938198,-0.021889675,0.04882787
GM_722,-0.005149796,0.005796206,0.02053649,-0.048350707,0.0688872
GM_723,0.0056585055,0.00623865,0.06567359,-0.023035,0.08870859
GM_724,-0.0029911613,0.009305793,0.06739183,-0.055983927,0.12337576
GM_725,0.0014274366,0.0040378557,0.038454887,-0.018303901,0.056758787
GM_726,0.0012178223,0.007533655,0.13119166,-0.04688022,0.17807187
GM_727,-0.0052571953,0.009444499,0.029838622,-0.07979232,0.10963094
GM_728,-0.00042889413,0.0017798786,0.011174517,-0.020664982,0.031839497
GM_729,-0.0026960394,0.007289922,0.039784357,-0.13989362,0.17967798
GM_730,-0.0004909448,0.0072967676,0.09083543,-0.06958028,0.16041571
GM_731,-0.0052669905,0.00605803,0.029472793,-0.11383304,0.14330584
GM_732,0.0018283249,0.0051534777,0.047469202,-0.021657327,0.06912653
GM_733,0.0010610963,0.007522298,0.055512387,-0.060163114,0.1156755
